Index,Title,Authors,DOI,Base
1030,"An Open Trial of a Smartphone-assisted, Adjunctive Intervention to Improve Treatment Adherence in Bipolar Disorder","Wenze SJ, Armey MF, Weinstock LM, Gaudiano BA, Miller IW.",10.1097/PRA.0000000000000196,pubmed
1031,Applications of time-series analysis to mood fluctuations in bipolar disorder to promote treatment innovation: a case series,"Holmes EA, Bonsall MB, Hales SA, Mitchell H, Renner F, Blackwell SE, Watson P, Goodwin GM, Di Simplicio M.",10.1038/tp.2015.207,pubmed
1032,Mindfulness-based cognitive therapy versus psychoeducational intervention in bipolar outpatients with sub-threshold depressive symptoms: a randomized controlled trial,"Lahera G, Bayón C, Fe Bravo-Ortiz M, Rodríguez-Vega B, Barbeito S, Sáenz M, Avedillo C, Villanueva R, Ugarte A, González-Pinto A, de Dios C.",10.1186/s12888-014-0215-x,pubmed
1033,VIA Family-a family-based early intervention versus treatment as usual for familial high-risk children: a study protocol for a randomized clinical trial,"Müller AD, Gjøde ICT, Eigil MS, Busck H, Bonne M, Nordentoft M, Thorup AAE.",10.1186/s13063-019-3191-0,pubmed
1034,"Person-centred experiential therapy versus cognitive behavioural therapy delivered in the English Improving Access to Psychological Therapies service for the treatment of moderate or severe depression (PRaCTICED): a pragmatic, randomised, non-inferiority trial","Barkham M, Saxon D, Hardy GE, Bradburn M, Galloway D, Wickramasekera N, Keetharuth AD, Bower P, King M, Elliott R, Gabriel L, Kellett S, Shaw S, Wilkinson T, Connell J, Harrison P, Ardern K, Bishop-Edwards L, Ashley K, Ohlsen S, Pilling S, Waller G, Brazier JE.",10.1016/S2215-0366(21)00083-3,pubmed
1035,"Extreme sensory processing patterns show a complex association with depression, and impulsivity, alexithymia, and hopelessness","Serafini G, Gonda X, Canepa G, Pompili M, Rihmer Z, Amore M, Engel-Yeger B.",10.1016/j.jad.2016.12.019,pubmed
1036,A population based analysis of subclinical psychosis and help-seeking behavior,"Murphy J, Shevlin M, Houston J, Adamson G.",10.1093/schbul/sbq092,pubmed
1037,Predictors of violent behavior among acute psychiatric patients: clinical study,"Amore M, Menchetti M, Tonti C, Scarlatti F, Lundgren E, Esposito W, Berardi D.",10.1111/j.1440-1819.2008.01790.x,pubmed
1038,Hypothyroidism risk compared among nine common bipolar disorder therapies in a large US cohort,"Lambert CG, Mazurie AJ, Lauve NR, Hurwitz NG, Young SS, Obenchain RL, Hengartner NW, Perkins DJ, Tohen M, Kerner B.",10.1111/bdi.12391,pubmed
1039,Physical Activity as a Predictor of Clinical Trial Outcomes in Bipolar Depression: A Subanalysis of a Mitochondrial-Enhancing Nutraceutical Randomized Controlled Trial,"Ashton MM, Mohebbi M, Turner A, Marx W, Berk M, Malhi GS, Ng CH, Cotton SM, Dodd S, Sarris J, Hopwood M, Stubbs B, Dean OM.",10.1177/0706743719889547,pubmed
1040,Feasibility evaluation of an interpersonal and social rhythm therapy group delivery model,"Hoberg AA, Vickers KS, Ericksen J, Bauer G, Kung S, Stone R, Williams M, Moore MJ, Frye MA.",10.1016/j.apnu.2013.08.002,pubmed
1041,Bipolar disorder presenting as stalking--a case report,"Savoja V, Sani G, Kotzalidis GD, De Rossi P, Stefani S, Pancheri L, Santucci C, Roma P, Ferracuti S, Simonetti A, Ambrosi E, Comparelli A, Manfredi G, Tatarelli R, Angeletti G, Girardi P.",,pubmed
1042,A meta-analysis of relapse rates with adjunctive psychological therapies compared to usual psychiatric treatment for bipolar disorders,"Scott J, Colom F, Vieta E.",10.1017/S1461145706006900,pubmed
1043,Psychiatric disorders and sexual risk among adolescents in mental health treatment,"Brown LK, Hadley W, Stewart A, Lescano C, Whiteley L, Donenberg G, DiClemente R; Project STYLE Study Group.",10.1037/a0019632,pubmed
1044,"Towards high-quality, useful practice guidelines for child and youth mental health disorders: protocol for a systematic review and consensus exercise","Bennett K, Duda S, Brouwers M, Szatmari P, Newton A, McLennan J, Sundar P, Cleverley K, Charach A, Henderson J, Courtney D, Rice M.",10.1136/bmjopen-2017-018053,pubmed
1045,Carbamazepine but not valproate induces CYP2A6 activity in smokers with mental illness,"Williams JM, Gandhi KK, Benowitz NL.",10.1158/1055-9965.EPI-10-0384,pubmed
1046,Behavioral and pharmacological assessment of a potential new mouse model for mania,"Scotti MA, Lee G, Stevenson SA, Ostromecki AM, Wied TJ, Kula DJ, Gessay GM, Gammie SC.",10.1016/j.physbeh.2011.03.005,pubmed
1047,Nuclear magnetic resonance in bipolar affective disorders,"Rangel-Guerra RA, Perez-Payan H, Minkoff L, Todd LE.",10.1016/0730-725x(82)90176-x,pubmed
1048,Life events and social rhythms in bipolar spectrum disorders: a prospective study,"Sylvia LG, Alloy LB, Hafner JA, Gauger MC, Verdon K, Abramson LY.",10.1016/j.beth.2008.04.003,pubmed
1049,Predictors of severe relapse in pregnant women with psychotic or bipolar disorders,"Taylor CL, Broadbent M, Khondoker M, Stewart RJ, Howard LM.",10.1016/j.jpsychires.2018.06.019,pubmed
1050,The role of pretreatment outcome expectancies and cognitive-behavioral skills in symptom improvement in an acute psychiatric setting,"Webb CA, Kertz SJ, Bigda-Peyton JS, Björgvinsson T.",10.1016/j.jad.2013.02.016,pubmed
1051,Internet-based self-help therapy with FearFighter™ versus no intervention for anxiety disorders in adults: study protocol for a randomised controlled trial,"Fenger M, Lindschou J, Gluud C, Winkel P, Jørgensen L, Kruse-Blinkenberg S, Lau M.",10.1186/s13063-016-1619-3,pubmed
1052,Psychoeducational and Cognitive Behavioral Treatment Programs: Implementation and Evaluation From 1995 to 2015 in Kraepelin's Former Hospital,"Schaub A, Hippius H, Möller HJ, Falkai P.",10.1093/schbul/sbw057,pubmed
1053,Longitudinal impact of a collaborative care model on employment outcomes in bipolar disorder,"Ryan KA, Eisenberg D, Kim HM, Lai Z, McInnis M, Kilbourne AM.",10.1016/j.jad.2015.08.052,pubmed
1054,Discovery of suppressors of CRMP2 phosphorylation reveals compounds that mimic the behavioral effects of lithium on amphetamine-induced hyperlocomotion,"Zhao WN, Tobe BTD, Udeshi ND, Xuan LL, Pernia CD, Zolg DP, Roberts AJ, Mani D, Blumenthal SR, Kurtser I, Patnaik D, Gaisina I, Bishop J, Sheridan SD, Lalonde J, Carr SA, Snyder EY, Haggarty SJ.",10.1038/s41398-020-0753-6,pubmed
1055,Histone deacetylase activity and brain-derived neurotrophic factor (BDNF) levels in a pharmacological model of mania,"Stertz L, Fries GR, Aguiar BW, Pfaffenseller B, Valvassori SS, Gubert C, Ferreira CL, Moretti M, Ceresér KM, Kauer-Sant'Anna M.",10.1590/1516-4446-2013-1094,pubmed
1056,Role of treatment alliance in the clinical management of bipolar disorder: stronger alliances prospectively predict fewer manic symptoms,"Strauss JL, Johnson SL.",10.1016/j.psychres.2006.01.007,pubmed
1057,"Effects of the potential lithium-mimetic, ebselen, on impulsivity and emotional processing","Masaki C, Sharpley AL, Cooper CM, Godlewska BR, Singh N, Vasudevan SR, Harmer CJ, Churchill GC, Sharp T, Rogers RD, Cowen PJ.",10.1007/s00213-016-4319-5,pubmed
1058,Successful combined therapy with tamoxifen and lithium in a paradoxical sleep deprivation-induced mania model,"Armani F, Andersen ML, Andreatini R, Frussa-Filho R, Tufik S, Galduróz JC.",10.1111/j.1755-5949.2010.00224.x,pubmed
1059,Clinical significance of treatment effects with aripiprazole versus placebo in a study of manic or mixed episodes associated with pediatric bipolar I disorder,"Youngstrom E, Zhao J, Mankoski R, Forbes RA, Marcus RM, Carson W, McQuade R, Findling RL.",10.1089/cap.2012.0024,pubmed
1060,[Improving the outcome of bipolar disorder through non-pharmacological strategies: the role of psychoeducation],"Colom F, Vieta E.",10.1590/s1516-44462004000700011,pubmed
1061,Effects of Individual Placement and Support Supplemented With Cognitive Remediation and Work-Focused Social Skills Training for People With Severe Mental Illness: A Randomized Clinical Trial,"Christensen TN, Wallstrøm IG, Stenager E, Bojesen AB, Gluud C, Nordentoft M, Eplov LF.",10.1001/jamapsychiatry.2019.2291,pubmed
1062,"Association of Hydroxylmethyl Glutaryl Coenzyme A Reductase Inhibitors, L-Type Calcium Channel Antagonists, and Biguanides With Rates of Psychiatric Hospitalization and Self-Harm in Individuals With Serious Mental Illness","Hayes JF, Lundin A, Wicks S, Lewis G, Wong ICK, Osborn DPJ, Dalman C.",10.1001/jamapsychiatry.2018.3907,pubmed
1063,Randomized controlled trial to assess reduction of cardiovascular disease risk in patients with bipolar disorder: the Self-Management Addressing Heart Risk Trial (SMAHRT),"Kilbourne AM, Goodrich DE, Lai Z, Post EP, Schumacher K, Nord KM, Bramlet M, Chermack S, Bialy D, Bauer MS.",10.4088/JCP.12m08082,pubmed
1064,"Maintaining Daily Routines to Stabilize Mood: Theory, Data, and Potential Intervention for Circadian Consequences of COVID-19","Murray G, Gottlieb J, Swartz HA.",10.1177/0706743720957825,pubmed
1065,"A randomized, placebo-controlled proof-of-concept trial of adjunctive topiramate for alcohol use disorders in bipolar disorder","Sylvia LG, Gold AK, Stange JP, Peckham AD, Deckersbach T, Calabrese JR, Weiss RD, Perlis RH, Nierenberg AA, Ostacher MJ.",10.1111/ajad.12346,pubmed
1066,Psychosocial predictors of mood symptoms 1 year after acute phase treatment of bipolar I disorder,"Weinstock LM, Miller IW.",10.1016/j.comppsych.2010.02.001,pubmed
1067,"Early intervention program for psychotic disorders at the psychiatric hospital ""Sveti Ivan""","Restek-Petrović B, Mihanović M, Grah M, Molnar S, Bogović A, Agius M, Kezić S, Grošić V, Mayer N, Svrdlin P, Dominis V, Goršić L, Kamerman N, Pavlović I, Svagelj A, Vrbek P.",,pubmed
1068,Predictors and correlates for weight changes in patients co-treated with olanzapine and weight mitigating agents; a post-hoc analysis,"Stauffer VL, Lipkovich I, Hoffmann VP, Heinloth AN, McGregor HS, Kinon BJ.",10.1186/1471-244X-9-12,pubmed
1069,Tamoxifen effects on respiratory chain complexes and creatine kinase activities in an animal model of mania,"Moretti M, Valvassori SS, Steckert AV, Rochi N, Benedet J, Scaini G, Kapczinski F, Streck EL, Zugno AI, Quevedo J.",10.1016/j.pbb.2011.01.017,pubmed
1070,Action-based cognitive remediation in bipolar disorder improved verbal memory but had no effect on the neural response during episodic memory encoding,"Macoveanu J, Damgaard V, Ott CV, Knudsen GM, Kessing LV, Miskowiak KW.",10.1016/j.pscychresns.2021.111418,pubmed
1071,Interaction between pre-treatment drug use and heterogeneity of psychiatric diagnosis predicts outcomes in outpatients with co-occurring disorders,"Oluwoye O, Hirchak K, Leickly E, Skalisky J, McPherson S, Srebnik D, Roll JM, Ries RK, McDonell MG.",10.1016/j.psychres.2017.11.070,pubmed
1072,[Guided web-based intervention for sleeping problems (I-Sleep) in depressed patients within outpatient specialist mental health care: a pilot study],"Dozeman E, van Straten A, van Genugten CR, van Schaik DJF.",,pubmed
1073,An inhibitor of casein kinase 1 ε/δ partially normalizes the manic-like behaviors of the ClockΔ19 mouse,"Arey R, McClung CA.",10.1097/FBP.0b013e32835651fd,pubmed
1074,Preventing mania: a preliminary examination of the GOALS Program,"Johnson SL, Fulford D.",10.1016/j.beth.2008.03.002,pubmed
1075,The role of hippocampal GluR1 and GluR2 receptors in manic-like behavior,"Du J, Creson TK, Wu LJ, Ren M, Gray NA, Falke C, Wei Y, Wang Y, Blumenthal R, Machado-Vieira R, Yuan P, Chen G, Zhuo M, Manji HK.",10.1523/JNEUROSCI.3080-07.2008,pubmed
1076,Effects of cognitive remediation on cognitive dysfunction in partially or fully remitted patients with bipolar disorder: study protocol for a randomized controlled trial,"Demant KM, Almer GM, Vinberg M, Kessing LV, Miskowiak KW.",10.1186/1745-6215-14-378,pubmed
1077,Response to methylphenidate in children with attention deficit hyperactivity disorder and manic symptoms in the multimodal treatment study of children with attention deficit hyperactivity disorder titration trial,"Galanter CA, Carlson GA, Jensen PS, Greenhill LL, Davies M, Li W, Chuang SZ, Elliott GR, Arnold LE, March JS, Hechtman L, Pelham WE, Swanson JM.",10.1089/104454603322163844,pubmed
1078,Effectiveness of an internet-based self-guided program to treat depression in a sample of Brazilian users: a study protocol,"Lopes RT, Meyer B, Berger T, Svacina MA.",10.1590/1516-4446-2019-0582,pubmed
1079,Evidence for the involvement of the kainate receptor subunit GluR6 (GRIK2) in mediating behavioral displays related to behavioral symptoms of mania,"Shaltiel G, Maeng S, Malkesman O, Pearson B, Schloesser RJ, Tragon T, Rogawski M, Gasior M, Luckenbaugh D, Chen G, Manji HK.",10.1038/mp.2008.20,pubmed
1080,Age as a moderator of change following compensatory cognitive training in individuals with severe mental illnesses,"Thomas KR, Puig O, Twamley EW.",10.1037/prj0000206,pubmed
1081,A rose is a rose is a rose,"Weller E, Weller RA, Dogin JW.",10.1016/s0165-0327(98)00180-3,pubmed
1082,Working Alliance in Patients with Severe Mental Illness Who Need a Crisis Intervention Plan,"Ruchlewska A, Kamperman AM, van der Gaag M, Wierdsma AI, Mulder NC.",10.1007/s10597-015-9839-7,pubmed
1083,Neuropsychological phenotype and psychopathology in seven adult patients with Phelan-McDermid syndrome: implications for treatment strategy,"Egger JI, Zwanenburg RJ, van Ravenswaaij-Arts CM, Kleefstra T, Verhoeven WM.",10.1111/gbb.12285,pubmed
1084,A familial risk enriched cohort as a platform for testing early interventions to prevent severe mental illness,"Uher R, Cumby J, MacKenzie LE, Morash-Conway J, Glover JM, Aylott A, Propper L, Abidi S, Bagnell A, Pavlova B, Hajek T, Lovas D, Pajer K, Gardner W, Levy A, Alda M.",10.1186/s12888-014-0344-2,pubmed
1085,Integration of Clozapine-associated Harm Obsessions into Cognitive Behavioral Conceptualization and Treatment Planning for Thought Broadcasting: A Case Study,"Kopelovich SL, Wood K, Cotes RO, Goldsmith DR.",10.1097/PRA.0000000000000470,pubmed
1086,"Chronic valproate attenuates some, but not all, facets of mania-like behaviour in mice","van Enkhuizen J, Geyer MA, Kooistra K, Young JW.",10.1017/S1461145712001198,pubmed
1087,"Assessing and Treating Insomnia in Patients With Psychiatric Disorders, Part 1","Benca RM, Buysse DJ.",10.4088/JCP.ME17008PD2C,pubmed
1088,Defective craniofacial development and brain function in a mouse model for depletion of intracellular inositol synthesis,"Ohnishi T, Murata T, Watanabe A, Hida A, Ohba H, Iwayama Y, Mishima K, Gondo Y, Yoshikawa T.",10.1074/jbc.M113.536706,pubmed
1089,The special treatment of first rank auditory hallucinations and bizarre delusions in the diagnosis of schizophrenia,"Shinn AK, Heckers S, Öngür D.",10.1016/j.schres.2013.02.040,pubmed
1090,Family history of completed suicide and characteristics of major depressive disorder: a STAR*D (sequenced treatment alternatives to relieve depression) study,"Nierenberg AA, Alpert JE, Gaynes BN, Warden D, Wisniewski SR, Biggs MM, Trivedi MH, Barkin JL, Rush AJ.",10.1016/j.jad.2007.10.011,pubmed
1091,Clinical effectiveness of collaborative care for depression in UK primary care (CADET): cluster randomised controlled trial,"Richards DA, Hill JJ, Gask L, Lovell K, Chew-Graham C, Bower P, Cape J, Pilling S, Araya R, Kessler D, Bland JM, Green C, Gilbody S, Lewis G, Manning C, Hughes-Morley A, Barkham M.",10.1136/bmj.f4913,pubmed
1092,Neurological and cardiovascular adverse events associated with antimanic treatment in children and adolescents,Jerrell JM.,10.1111/j.1755-5949.2009.00087.x,pubmed
1093,Mental health service use by children with serious emotional and behavioral disturbance: results from the LAMS study,"Mendenhall AN, Demeter C, Findling RL, Frazier TW, Fristad MA, Youngstrom EA, Arnold LE, Birmaher B, Gill MK, Axelson D, Kowatch RA, Horwitz SM.",10.1176/ps.62.6.pss6206_0650,pubmed
1094,Extreme attributions predict the course of bipolar depression: results from the STEP-BD randomized controlled trial of psychosocial treatment,"Stange JP, Sylvia LG, da Silva Magalhães PV, Miklowitz DJ, Otto MW, Frank E, Berk M, Nierenberg AA, Deckersbach T.",10.4088/JCP.12m08019,pubmed
1095,Intervening early in children with bipolar disorder: is there a pot at the end of the Rainbow?,Miklowitz DJ.,10.1136/eb-2015-102073,pubmed
1096,Rate of continuing acute course treatment using right unilateral ultrabrief pulse electroconvulsive therapy at a large academic medical center,"Luccarelli J, McCoy TH Jr, Shannon AP, Forester BP, Seiner SJ, Henry ME.",10.1007/s00406-020-01202-2,pubmed
1097,Relapse in patients with serious mental disorders during the COVID-19 outbreak: a retrospective chart review from a community mental health center,"Mutlu E, Anıl Yağcıoğlu AE.",10.1007/s00406-020-01203-1,pubmed
1098,Using a pharmacy-based intervention to improve antipsychotic adherence among patients with serious mental illness,"Valenstein M, Kavanagh J, Lee T, Reilly P, Dalack GW, Grabowski J, Smelson D, Ronis DL, Ganoczy D, Woltmann E, Metreger T, Wolschon P, Jensen A, Poddig B, Blow FC.",10.1093/schbul/sbp121,pubmed
1099,An investigation of primary care patients receiving extended treatment with selective serotonin reuptake inhibitors,"Sansone RA, Wiederman MW, Sansone LA, Touchet B.",,pubmed
1100,"Specific role of VTA dopamine neuronal firing rates and morphology in the reversal of anxiety-related, but not depression-related behavior in the ClockΔ19 mouse model of mania","Coque L, Mukherjee S, Cao JL, Spencer S, Marvin M, Falcon E, Sidor MM, Birnbaum SG, Graham A, Neve RL, Gordon E, Ozburn AR, Goldberg MS, Han MH, Cooper DC, McClung CA.",10.1038/npp.2011.33,pubmed
1101,Effects of a behavioural weight loss intervention in people with serious mental illness: Subgroup analyses from the ACHIEVE trial,"Alexander E, McGinty EE, Wang NY, Dalcin A, Jerome GJ, Miller ER 3rd, Dickerson F, Charleston J, Young DR, Gennusa JV, Goldsholl S, Cook C, Appel LJ, Daumit GL.",10.1016/j.orcp.2019.02.002,pubmed
1102,Impact of remitted substance use disorders on the future course of bipolar I disorder: findings from a clinical trial,"Gaudiano BA, Uebelacker LA, Miller IW.",10.1016/j.psychres.2007.05.014,pubmed
1103,Association Between Cardiovascular Risk and Depressive Symptoms Among People With Serious Mental Illness,"Naslund JA, Aschbrenner KA, Pratt SI, Lohman MC, Scherer EA, McHugo GJ, Marsch LA, Unützer J, Bartels SJ.",10.1097/NMD.0000000000000669,pubmed
1104,Cognitive-behavioral rehabilitation vs. treatment as usual for bipolar patients: study protocol for a randomized controlled trial,"Gomes BC, Rocca CC, Belizario GO, Lafer B.",10.1186/s13063-017-1896-5,pubmed
1105,Clinical and cost-effectiveness of an intervention for reducing cholesterol and cardiovascular risk for people with severe mental illness in English primary care: a cluster randomised controlled trial,"Osborn D, Burton A, Hunter R, Marston L, Atkins L, Barnes T, Blackburn R, Craig T, Gilbert H, Heinkel S, Holt R, King M, Michie S, Morris R, Morris S, Nazareth I, Omar R, Petersen I, Peveler R, Pinfold V, Walters K.",10.1016/S2215-0366(18)30007-5,pubmed
1106,Smokers with Self-Reported Mental Health Conditions: A Case for Screening in the Context of Tobacco Cessation Services,"Tedeschi GJ, Cummins SE, Anderson CM, Anthenelli RM, Zhuang YL, Zhu SH.",10.1371/journal.pone.0159127,pubmed
1107,Smoking cessation opportunities in severe mental illness (tobacco intensive motivational and estimate risk - TIMER-): study protocol for a randomized controlled trial,"Jaén-Moreno MJ, Feu N, Redondo-Écija J, Montiel FJ, Gómez C, Del Pozo GI, Alcalá JÁ, Gutiérrez-Rojas L, Balanzá-Martinez V, Chauca GM, Carrión L, Osuna MI, Sánchez MD, Caro I, Ayora M, Valdivia F, López MS, Poyato JM, Sarramea F.",10.1186/s13063-018-3139-9,pubmed
1108,Trends in Atypical Antipsychotics Prescribed to Children Six Years of Age or Less on Medicaid in Kentucky,"Lohr WD, Chowning RT, Stevenson MD, Williams PG.",10.1089/cap.2014.0057,pubmed
1109,"Feeling and time: the phenomenology of mood disorders, depressive realism, and existential psychotherapy",Ghaemi SN.,10.1093/schbul/sbl061,pubmed
1110,An Integrated Risk Reduction Intervention can reduce body mass index in individuals being treated for bipolar I disorder: results from a randomized trial,"Frank E, Wallace ML, Hall M, Hasler B, Levenson JC, Janney CA, Soreca I, Fleming MC, Buttenfield J, Ritchey FC, Kupfer DJ.",10.1111/bdi.12283,pubmed
1111,Severe mania complicating treatment of narcolepsy with cataplexy,"Crosby MI, Bradshaw DA, McLay RN.",,pubmed
1112,Deletion of glutamate delta-1 receptor in mouse leads to aberrant emotional and social behaviors,"Yadav R, Gupta SC, Hillman BG, Bhatt JM, Stairs DJ, Dravid SM.",10.1371/journal.pone.0032969,pubmed
1113,Patient Survival After Acute Voluntary Poisoning With a Huge Dose of Oxcarbazepine and Olanzapine,"Kalogera V, Galopoulos D, Eleftheriotis G, Meimeti E, Malios I, Marathonitis G, Loupa C.",10.5455/medarh.2018.72.303-305,pubmed
1114,Evaluating discussion board engagement in the MoodSwings online self-help program for bipolar disorder: protocol for an observational prospective cohort study,"Gliddon E, Lauder S, Berk L, Cosgrove V, Grimm D, Dodd S, Suppes T, Berk M.",10.1186/s12888-015-0630-7,pubmed
1115,An exploratory randomised controlled trial of a web-based integrated bipolar parenting intervention (IBPI) for bipolar parents of young children (aged 3-10),"Jones S, Wainwright LD, Jovanoska J, Vincent H, Diggle PJ, Calam R, Parker R, Long R, Mayes D, Sanders M, Lobban F.",10.1186/s12888-015-0505-y,pubmed
1116,"Rationale, design and pilot feasibility results of a smartphone-assisted, mindfulness-based intervention for smokers with mood disorders: Project mSMART MIND","Minami H, Brinkman HR, Nahvi S, Arnsten JH, Rivera-Mindt M, Wetter DW, Bloom EL, Price LH, Vieira C, Donnelly R, McClain LM, Kennedy KA, D'Aquila E, Fine M, McCarthy DE, Graham Thomas J, Hecht J, Brown RA.",10.1016/j.cct.2017.12.014,pubmed
1117,Effects of Short-Term Cognitive Remediation on Cognitive Dysfunction in Partially or Fully Remitted Individuals with Bipolar Disorder: Results of a Randomised Controlled Trial,"Demant KM, Vinberg M, Kessing LV, Miskowiak KW.",10.1371/journal.pone.0127955,pubmed
1118,Social isolation associated with depression: a case report of hikikomori,Teo AR.,10.1177/0020764012437128,pubmed
1119,Abnormal deactivation of the inferior frontal gyrus during implicit emotion processing in youth with bipolar disorder: attenuated by medication,"Hafeman DM, Bebko G, Bertocci MA, Fournier JC, Bonar L, Perlman SB, Travis M, Gill MK, Diwadkar VA, Sunshine JL, Holland SK, Kowatch RA, Birmaher B, Axelson D, Horwitz SM, Arnold LE, Fristad MA, Frazier TW, Youngstrom EA, Findling RL, Drevets W, Phillips ML.",10.1016/j.jpsychires.2014.07.023,pubmed
1120,Predictors of first-onset substance use disorders during the prospective course of bipolar spectrum disorders in adolescents,"Goldstein BI, Strober M, Axelson D, Goldstein TR, Gill MK, Hower H, Dickstein D, Hunt J, Yen S, Kim E, Ha W, Liao F, Fan J, Iyengar S, Ryan ND, Keller MB, Birmaher B.",10.1016/j.jaac.2013.07.009,pubmed
1121,Antidepressants and risks of suicide and suicide attempts: a 27-year observational study,"Leon AC, Solomon DA, Li C, Fiedorowicz JG, Coryell WH, Endicott J, Keller MB.",10.4088/JCP.10m06552,pubmed
1122,Intensive psychosocial intervention enhances functioning in patients with bipolar depression: results from a 9-month randomized controlled trial,"Miklowitz DJ, Otto MW, Frank E, Reilly-Harrington NA, Kogan JN, Sachs GS, Thase ME, Calabrese JR, Marangell LB, Ostacher MJ, Patel J, Thomas MR, Araga M, Gonzalez JM, Wisniewski SR.",10.1176/appi.ajp.2007.07020311,pubmed
1123,[Electroconvulsive therapy for multiple major self-mutilations in bipolar psychotic depression],"Arora M, Praharaj SK, Prakash R.",,pubmed
1124,Effectiveness of the Dader Method for pharmaceutical care in patients with bipolar I disorder: EMDADER-TAB: study protocol for a randomized controlled trial,"Salazar-Ospina A, Amariles P, Benjumea DM, Gutierrez F, Faus MJ, Rodriguez LF.",10.1186/1745-6215-15-174,pubmed
1125,"An approach to the diagnosis and treatment of patients with bipolar spectrum mood disorders, identifying temperaments","Tavormina G, Agius M.",,pubmed
1126,Effects of mood stabilizers on hippocampus and amygdala BDNF levels in an animal model of mania induced by ouabain,"Jornada LK, Moretti M, Valvassori SS, Ferreira CL, Padilha PT, Arent CO, Fries GR, Kapczinski F, Quevedo J.",10.1016/j.jpsychires.2009.11.002,pubmed
1127,Antioxidant effect of simvastatin throught oxidative imbalance caused by lisdexamfetamine dimesylate,"Eger GA, Ferreira VV, Batista CR, Bonde H, de Lima DD, Wyse AT, da Cruz JN, Rodrigues AF, Magro DD, da Cruz JG.",10.1590/0001-3765201620140490,pubmed
1128,Lithium administration to preadolescent rats causes long-lasting increases in anxiety-like behavior and has molecular consequences,"Youngs RM, Chu MS, Meloni EG, Naydenov A, Carlezon WA Jr, Konradi C.",10.1523/JNEUROSCI.0580-06.2006,pubmed
1129,Suicidal obsessions as dose dependent side-effect of clozapine,"Aukst-Margetić B, Margetić B, Marsanić VB.",,pubmed
1130,Does improvement of cognitive functioning by cognitive remediation therapy effect work outcomes in severe mental illness? A secondary analysis of a randomized controlled trial,"Ikebuchi E, Sato S, Yamaguchi S, Shimodaira M, Taneda A, Hatsuse N, Watanabe Y, Sakata M, Satake N, Nishio M, Ito JI.",10.1111/pcn.12486,pubmed
1131,Early specific cognitive-behavioural psychotherapy in subjects at high risk for bipolar disorders: study protocol for a randomised controlled trial,"Pfennig A, Leopold K, Bechdolf A, Correll CU, Holtmann M, Lambert M, Marx C, Meyer TD, Pfeiffer S, Reif A, Rottmann-Wolf M, Schmitt NM, Stamm T, Juckel G, Bauer M.",10.1186/1745-6215-15-161,pubmed
1132,Online cognitive behaviour training for the prevention of postnatal depression in at-risk mothers: a randomised controlled trial protocol,"Jones BA, Griffiths KM, Christensen H, Ellwood D, Bennett K, Bennett A.",10.1186/1471-244X-13-265,pubmed
1133,"Functional analysis and treatment of destructive behavior maintained by termination of ""don't"" (and symmetrical ""do"") requests","Fisher WW, Adelinis JD, Thompson RH, Worsdell AS, Zarcone JR.",10.1901/jaba.1998.31-339,pubmed
1134,Exploratory genome-wide association analysis of response to ketamine and a polygenic analysis of response to scopolamine in depression,"Guo W, Machado-Vieira R, Mathew S, Murrough JW, Charney DS, Grunebaum M, Oquendo MA, Kadriu B, Akula N, Henter I, Yuan P, Merikangas K, Drevets W, Furey M, Mann JJ, McMahon FJ, Zarate CA Jr, Shugart YY.",10.1038/s41398-018-0311-7,pubmed
1135,An acceptance-based psychoeducation intervention to reduce expressed emotion in relatives of bipolar patients,"Eisner LR, Johnson SL.",10.1016/j.beth.2007.11.001,pubmed
1136,Randomized controlled trial of contingency management for stimulant use in community mental health patients with serious mental illness,"McDonell MG, Srebnik D, Angelo F, McPherson S, Lowe JM, Sugar A, Short RA, Roll JM, Ries RK.",10.1176/appi.ajp.2012.11121831,pubmed
1137,Optimal duration of risperidone or olanzapine adjunctive therapy to mood stabilizer following remission of a manic episode: A CANMAT randomized double-blind trial,"Yatham LN, Beaulieu S, Schaffer A, Kauer-Sant'Anna M, Kapczinski F, Lafer B, Sharma V, Parikh SV, Daigneault A, Qian H, Bond DJ, Silverstone PH, Walji N, Milev R, Baruch P, da Cunha A, Quevedo J, Dias R, Kunz M, Young LT, Lam RW, Wong H.",10.1038/mp.2015.158,pubmed
1138,Should women of childbearing potential be prescribed valproate? a call to action,"Balon R, Riba M.",10.4088/JCP.15com09958,pubmed
1139,Effectiveness of adapted cognitive behaviour therapy for dysthymia: An evidence based case study,"Shafiq S, Bano Z, Randhawa SS, Khan KH, Muhammad QU, Muhammad A.",10.47391/JPMA.1412,pubmed
1140,Preventive effects of blueberry extract on behavioral and biochemical dysfunctions in rats submitted to a model of manic behavior induced by ketamine,"Debom G, Gazal M, Soares MS, do Couto CA, Mattos B, Lencina C, Kaster MP, Ghisleni GC, Tavares R, Braganhol E, Chaves VC, Reginatto FH, Stefanello F, Spanevello RM.",10.1016/j.brainresbull.2016.10.008,pubmed
1141,Influence of pre-treatment structural brain measures on effects of action-based cognitive remediation on executive function in partially or fully remitted patients with bipolar disorder,"Mogensen MB, Macoveanu J, Knudsen GM, Ott CV, Miskowiak KW.",10.1016/j.euroneuro.2021.11.010,pubmed
