PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23335473","Early interventions to prevent psychosis: systematic review and meta-analysis","Stafford MR, Jackson H, Mayo-Wilson E, Morrison AP, Kendall T.","BMJ. 2013 Jan 18;346:f185. doi: 10.1136/bmj.f185.","Stafford MR","BMJ","2013","2013/01/22","PMC3548617","","10.1136/bmj.f185"
"30745688","Obsessive-compulsive disorder comorbid with schizophrenia and bipolar disorder","Sharma LP, Reddy YCJ.","Indian J Psychiatry. 2019 Jan;61(Suppl 1):S140-S148. doi: 10.4103/psychiatry.IndianJPsychiatry_527_18.","Sharma LP","Indian J Psychiatry","2019","2019/02/13","PMC6343407","","10.4103/psychiatry.IndianJPsychiatry_527_18"
"25273290","The promise of cognitive behavior therapy for treatment of severe mental disorders: a review of recent developments","Thase ME, Kingdon D, Turkington D.","World Psychiatry. 2014 Oct;13(3):244-50. doi: 10.1002/wps.20149.","Thase ME","World Psychiatry","2014","2014/10/03","PMC4219058","","10.1002/wps.20149"
"26828770","Treatment Attendance Among Veterans With Depression, Substance Use Disorder, and Trauma","Cui R, Haller M, Skidmore JR, Goldsteinholm K, Norman S, Tate SR.","J Dual Diagn. 2016;12(1):15-26. doi: 10.1080/15504263.2016.1146384.","Cui R","J Dual Diagn","2016","2016/02/02","PMC4837955","NIHMS770952","10.1080/15504263.2016.1146384"
"34195864","Psychological therapy for mood instability within bipolar spectrum disorder: a randomised, controlled feasibility trial of a dialectical behaviour therapy-informed approach (the ThrIVe-B programme)","Wright K, Dodd AL, Warren FC, Medina-Lara A, Dunn B, Harvey J, Javaid M, Jones SH, Owens C, Taylor RS, Duncan D, Newbold A, Norman S, Warner F, Lynch TR.","Int J Bipolar Disord. 2021 Jul 1;9(1):20. doi: 10.1186/s40345-021-00226-4.","Wright K","Int J Bipolar Disord","2021","2021/07/01","PMC8245616","","10.1186/s40345-021-00226-4"
"31060604","Testing the efficacy of INtegral Cognitive REMediation (INCREM) in major depressive disorder: study protocol for a randomized clinical trial","Vicent-Gil M, Raventós B, Marín-Martínez ED, González-Simarro S, Martínez-Arán A, Bonnin CDM, Trujols J, Pérez-Blanco J, de Diego-Adeliño J, Puigdemont D, Serra-Blasco M, Cardoner N, Portella MJ.","BMC Psychiatry. 2019 May 6;19(1):135. doi: 10.1186/s12888-019-2117-4.","Vicent-Gil M","BMC Psychiatry","2019","2019/05/08","PMC6501398","","10.1186/s12888-019-2117-4"
"18552741","Mood disorders and substance use disorder: a complex comorbidity","Quello SB, Brady KT, Sonne SC.","Sci Pract Perspect. 2005 Dec;3(1):13-21. doi: 10.1151/spp053113.","Quello SB","Sci Pract Perspect","2005","2008/06/17","PMC2851027","","10.1151/spp053113"
"23136557","Family Behavior Therapy for Use in Child Welfare: Results of a Case Study Involving an Abused Woman Formally Diagnosed With Alcohol Dependence, Bipolar Disorder, and Several Anxiety Disorders","Romero V, Donohue BC, Hill HH, Powell S, Van Hasselt VB, Azrin N, Allen DN.","Clin Case Stud. 2010 Oct 1;9(5):353-368. doi: 10.1177/1534650110383306.","Romero V","Clin Case Stud","2010","2012/11/09","PMC3489484","NIHMS414497","10.1177/1534650110383306"
"27175720","Identification and Management of Peripartum Depression","Langan R, Goodbred AJ.","Am Fam Physician. 2016 May 15;93(10):852-8.","Langan R","Am Fam Physician","2016","2016/05/14","","",""
"17895456","Telephone screening, outreach, and care management for depressed workers and impact on clinical and work productivity outcomes: a randomized controlled trial","Wang PS, Simon GE, Avorn J, Azocar F, Ludman EJ, McCulloch J, Petukhova MZ, Kessler RC.","JAMA. 2007 Sep 26;298(12):1401-11. doi: 10.1001/jama.298.12.1401.","Wang PS","JAMA","2007","2007/09/27","PMC2859667","NIHMS176808","10.1001/jama.298.12.1401"
"24824481","Clinical effectiveness and cost-effectiveness of cognitive behavioural therapy as an adjunct to pharmacotherapy for treatment-resistant depression in primary care: the CoBalT randomised controlled trial","Wiles N, Thomas L, Abel A, Barnes M, Carroll F, Ridgway N, Sherlock S, Turner N, Button K, Odondi L, Metcalfe C, Owen-Smith A, Campbell J, Garland A, Hollinghurst S, Jerrom B, Kessler D, Kuyken W, Morrison J, Turner K, Williams C, Peters T, Lewis G.","Health Technol Assess. 2014 May;18(31):1-167, vii-viii. doi: 10.3310/hta18310.","Wiles N","Health Technol Assess","2014","2014/05/15","PMC4781198","","10.3310/hta18310"
"26526317","Stress management reduces intraindividual cortisol variability, while not impacting other measures of cortisol rhythm, in a group of women at risk for breast cancer","Sannes TS, Dolan E, Albano D, Ceballos RM, McGregor BA.","J Psychosom Res. 2015 Nov;79(5):412-9. doi: 10.1016/j.jpsychores.2015.09.012. Epub 2015 Sep 28.","Sannes TS","J Psychosom Res","2015","2015/11/04","PMC4764352","NIHMS728465","10.1016/j.jpsychores.2015.09.012"
"29261869","Cognitive Behavior Therapy","Chand SP, Kuckel DP, Huecker MR.","2021 Aug 26. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2022 Jan–.","Chand SPKuckel DPHuecker MR","StatPearls","2022","2021/08/26","","",""
"32318271","Psychological therapy for mood instability within bipolar spectrum disorder: a single-arm feasibility study of a dialectical behaviour therapy-informed approach","Wright K, Palmer G, Javaid M, Mostazir M, Lynch T.","Pilot Feasibility Stud. 2020 Apr 15;6:46. doi: 10.1186/s40814-020-00586-1. eCollection 2020.","Wright K","Pilot Feasibility Stud","2020","2020/04/23","PMC7158125","","10.1186/s40814-020-00586-1"
"20830696","A review of empirically supported psychological therapies for mood disorders in adults","Hollon SD, Ponniah K.","Depress Anxiety. 2010 Oct;27(10):891-932. doi: 10.1002/da.20741.","Hollon SD","Depress Anxiety","2010","2010/09/11","PMC2948609","NIHMS224540","10.1002/da.20741"
"33303030","Correction to: Transdiagnostic group cognitive behaviour therapy for anxiety in bipolar disorder-a pilot feasibility and acceptability study","Perich T, Mitchell PB, Meade T.","Pilot Feasibility Stud. 2020 Nov 24;6(1):184. doi: 10.1186/s40814-020-00730-x.","Perich T","Pilot Feasibility Stud","2020","2020/12/11","PMC7686778","","10.1186/s40814-020-00730-x"
"31673532","Effectiveness of Dialectical Behavioral Therapy on Executive Function, Emotional Control and Severity of Symptoms in Patients with Bipolar I Disorder","Zargar F, Haghshenas N, Rajabi F, Tarrahi MJ.","Adv Biomed Res. 2019 Sep 30;8:59. doi: 10.4103/abr.abr_42_19. eCollection 2019.","Zargar F","Adv Biomed Res","2019","2019/11/02","PMC6796294","","10.4103/abr.abr_42_19"
"22319467","GSK-3 and Wnt Signaling in Neurogenesis and Bipolar Disorder","Valvezan AJ, Klein PS.","Front Mol Neurosci. 2012 Jan 30;5:1. doi: 10.3389/fnmol.2012.00001. eCollection 2012.","Valvezan AJ","Front Mol Neurosci","2012","2012/02/10","PMC3268224","","10.3389/fnmol.2012.00001"
"24950234","Citicoline in addictive disorders: a review of the literature","Wignall ND, Brown ES.","Am J Drug Alcohol Abuse. 2014 Jul;40(4):262-8. doi: 10.3109/00952990.2014.925467. Epub 2014 Jun 20.","Wignall ND","Am J Drug Alcohol Abuse","2014","2014/06/21","PMC4139283","NIHMS614218","10.3109/00952990.2014.925467"
"23584261","Lithium, but not valproate, reduces impulsive choice in the delay-discounting task in mice","Halcomb ME, Gould TD, Grahame NJ.","Neuropsychopharmacology. 2013 Sep;38(10):1937-44. doi: 10.1038/npp.2013.89. Epub 2013 Apr 12.","Halcomb ME","Neuropsychopharmacology","2013","2013/04/16","PMC3746699","","10.1038/npp.2013.89"
"18452445","Rapid cycling bipolar disorders in primary and tertiary care treated patients","Hajek T, Hahn M, Slaney C, Garnham J, Green J, Růzicková M, Zvolský P, Alda M.","Bipolar Disord. 2008 Jun;10(4):495-502. doi: 10.1111/j.1399-5618.2008.00587.x.","Hajek T","Bipolar Disord","2008","2008/05/03","PMC3544929","CAMS2663","10.1111/j.1399-5618.2008.00587.x"
"24910829","Lithium toxicity and myxedema crisis in an elderly patient","Mir SA, Wani AI, Masoodi SR, Bashir MI, Ahmad N.","Indian J Endocrinol Metab. 2013 Dec;17(Suppl 3):S654-6. doi: 10.4103/2230-8210.123558.","Mir SA","Indian J Endocrinol Metab","2013","2014/06/10","PMC4046609","","10.4103/2230-8210.123558"
"28066304","Schema Therapy for Emotional Dysregulation: Theoretical Implication and Clinical Applications","Dadomo H, Grecucci A, Giardini I, Ugolini E, Carmelita A, Panzeri M.","Front Psychol. 2016 Dec 22;7:1987. doi: 10.3389/fpsyg.2016.01987. eCollection 2016.","Dadomo H","Front Psychol","2016","2017/01/10","PMC5177643","","10.3389/fpsyg.2016.01987"
"34951598","A Smartphone-Based Self-management Intervention for Individuals With Bipolar Disorder (LiveWell): Protocol Development for an Expert System to Provide Adaptive User Feedback","Goulding EH, Dopke CA, Michaels T, Martin CR, Khiani MA, Garborg C, Karr C, Begale M.","JMIR Form Res. 2021 Dec 24;5(12):e32932. doi: 10.2196/32932.","Goulding EH","JMIR Form Res","2021","2021/12/24","PMC8742209","","10.2196/32932"
"24719011","[Are mental health disorders' characteristics such as presence and severity related to the nature of a crisis, its dangerousness and the types of services offered?]","Aimé A, LeBlanc L, Séguin M, Brunet A, Brisebois C, Girard N.","Sante Ment Que. 2013 Autumn;38(2):235-56. doi: 10.7202/1023998ar.","Aimé A","Sante Ment Que","2013","2014/04/11","","","10.7202/1023998ar"
"29946209","The intriguing relationship between coronary heart disease and mental disorders","De Hert M, Detraux J, Vancampfort D.","Dialogues Clin Neurosci. 2018 Mar;20(1):31-40. doi: 10.31887/DCNS.2018.20.1/mdehert.","De Hert M","Dialogues Clin Neurosci","2018","2018/06/28","PMC6016051","","10.31887/DCNS.2018.20.1/mdehert"
"19182688","Treatment of selective serotonin reuptake inhibitor-resistant depression in adolescents: predictors and moderators of treatment response","Asarnow JR, Emslie G, Clarke G, Wagner KD, Spirito A, Vitiello B, Iyengar S, Shamseddeen W, Ritz L, Birmaher B, Ryan N, Kennard B, Mayes T, DeBar L, McCracken J, Strober M, Suddath R, Leonard H, Porta G, Keller M, Brent D.","J Am Acad Child Adolesc Psychiatry. 2009 Mar;48(3):330-339. doi: 10.1097/chi.0b013e3181977476.","Asarnow JR","J Am Acad Child Adolesc Psychiatry","2009","2009/02/03","PMC2754157","NIHMS141460","10.1097/chi.0b013e3181977476"
"15640922","The treatment gap in mental health care","Kohn R, Saxena S, Levav I, Saraceno B.","Bull World Health Organ. 2004 Nov;82(11):858-66. Epub 2004 Dec 14.","Kohn R","Bull World Health Organ","2004","2005/01/11","PMC2623050","",""
"18829872","The role of interpersonal and social rhythm therapy in improving occupational functioning in patients with bipolar I disorder","Frank E, Soreca I, Swartz HA, Fagiolini AM, Mallinger AG, Thase ME, Grochocinski VJ, Houck PR, Kupfer DJ.","Am J Psychiatry. 2008 Dec;165(12):1559-65. doi: 10.1176/appi.ajp.2008.07121953. Epub 2008 Oct 1.","Frank E","Am J Psychiatry","2008","2008/10/03","PMC3308335","NIHMS351452","10.1176/appi.ajp.2008.07121953"
"25178749","Disruptive mood dysregulation disorder: a new diagnostic approach to chronic irritability in youth","Roy AK, Lopes V, Klein RG.","Am J Psychiatry. 2014 Sep;171(9):918-24. doi: 10.1176/appi.ajp.2014.13101301.","Roy AK","Am J Psychiatry","2014","2014/09/03","PMC4390118","NIHMS671626","10.1176/appi.ajp.2014.13101301"
"29954726","Data-Driven Learning in High-Resolution Activity Sampling From Patients With Bipolar Depression: Mixed-Methods Study","Rohani DA, Tuxen N, Quemada Lopategui A, Kessing LV, Bardram JE.","JMIR Ment Health. 2018 Jun 28;5(2):e10122. doi: 10.2196/10122.","Rohani DA","JMIR Ment Health","2018","2018/06/30","PMC6043733","","10.2196/10122"
"18072818","Omega-3 DHA and EPA for cognition, behavior, and mood: clinical findings and structural-functional synergies with cell membrane phospholipids","Kidd PM.","Altern Med Rev. 2007 Sep;12(3):207-27.","Kidd PM","Altern Med Rev","2007","2007/12/13","","",""
"28112810","Perceived Criticism in the Treatment of a High-Risk Adolescent","Hooley JM, Miklowitz DJ.","J Clin Psychol. 2017 May;73(5):570-578. doi: 10.1002/jclp.22454. Epub 2017 Jan 23.","Hooley JM","J Clin Psychol","2017","2017/01/24","PMC6028943","NIHMS959946","10.1002/jclp.22454"
"23861277","Gelatinous bone marrow transformation secondary to unusual eating habits and drastic weight loss","Rafiullah, Islam R, Mahmood R, Sitwala KV.","BMJ Case Rep. 2013 Jul 16;2013:bcr2013200243. doi: 10.1136/bcr-2013-200243.","Rafiullah","BMJ Case Rep","2013","2013/07/18","PMC3736258","","10.1136/bcr-2013-200243"
"16316486","Divalproex sodium vs. placebo in the treatment of repetitive behaviours in autism spectrum disorder","Hollander E, Soorya L, Wasserman S, Esposito K, Chaplin W, Anagnostou E.","Int J Neuropsychopharmacol. 2006 Apr;9(2):209-13. doi: 10.1017/S1461145705005791. Epub 2005 Aug 15.","Hollander E","Int J Neuropsychopharmacol","2006","2005/12/01","","","10.1017/S1461145705005791"
"24884043","Lithium, inositol and mitochondria","Toker L, Agam G.","ACS Chem Neurosci. 2014 Jun 18;5(6):411-2. doi: 10.1021/cn5001149. Epub 2014 Jun 2.","Toker L","ACS Chem Neurosci","2014","2014/06/03","PMC4063499","","10.1021/cn5001149"
"22001977","Influence of aripiprazole on the antidepressant, anxiolytic and cognitive functions of rats","Burda K, Czubak A, Kus K, Nowakowska E, Ratajczak P, Zin J.","Pharmacol Rep. 2011;63(4):898-907. doi: 10.1016/s1734-1140(11)70605-3.","Burda K","Pharmacol Rep","2011","2011/10/18","","","10.1016/s1734-1140(11)70605-3"
"30602344","Randomized Controlled Trial of a Collaborative Care Intervention for Mood Disorders by a National Commercial Health Plan","Kilbourne AM, Prenovost KM, Liebrecht C, Eisenberg D, Kim HM, Un H, Bauer MS.","Psychiatr Serv. 2019 Mar 1;70(3):219-224. doi: 10.1176/appi.ps.201800336. Epub 2019 Jan 3.","Kilbourne AM","Psychiatr Serv","2019","2019/01/04","PMC6522242","NIHMS1525098","10.1176/appi.ps.201800336"
"31304353","Digital biomarkers of mood disorders and symptom change","Jacobson NC, Weingarden H, Wilhelm S.","NPJ Digit Med. 2019 Feb 1;2:3. doi: 10.1038/s41746-019-0078-0. eCollection 2019.","Jacobson NC","NPJ Digit Med","2019","2019/07/16","PMC6550284","","10.1038/s41746-019-0078-0"
"29441280","Pharmacological treatment of anxiety disorders in children and adolescents: a review for practitioners","Patel DR, Feucht C, Brown K, Ramsay J.","Transl Pediatr. 2018 Jan;7(1):23-35. doi: 10.21037/tp.2017.08.05.","Patel DR","Transl Pediatr","2018","2018/02/15","PMC5803020","","10.21037/tp.2017.08.05"
"26511458","Micronutrient treatment for children with emotional and behavioral dysregulation: a case series","Kaplan BJ, Hilbert P, Tsatsko E.","J Med Case Rep. 2015 Oct 29;9:240. doi: 10.1186/s13256-015-0735-0.","Kaplan BJ","J Med Case Rep","2015","2015/10/30","PMC4625731","","10.1186/s13256-015-0735-0"
"33672636","Zebrafish Tools for Deciphering Habenular Network-Linked Mental Disorders","Bühler A, Carl M.","Biomolecules. 2021 Feb 20;11(2):324. doi: 10.3390/biom11020324.","Bühler A","Biomolecules","2021","2021/03/06","PMC7924194","","10.3390/biom11020324"
"19638202","Risk factors for suicide in Hungary: a case-control study","Almasi K, Belso N, Kapur N, Webb R, Cooper J, Hadley S, Kerfoot M, Dunn G, Sotonyi P, Rihmer Z, Appleby L.","BMC Psychiatry. 2009 Jul 28;9:45. doi: 10.1186/1471-244X-9-45.","Almasi K","BMC Psychiatry","2009","2009/07/30","PMC3224739","","10.1186/1471-244X-9-45"
"29238235","Oppositional defiant disorder: current insight","Ghosh A, Ray A, Basu A.","Psychol Res Behav Manag. 2017 Nov 29;10:353-367. doi: 10.2147/PRBM.S120582. eCollection 2017.","Ghosh A","Psychol Res Behav Manag","2017","2017/12/15","PMC5716335","","10.2147/PRBM.S120582"
"29124951","The role of serious mental illness in motivation, participation and adoption of health behavior change among obese/sedentary Latino adults","Jimenez DE, Thomas L, Bartels SJ.","Ethn Health. 2019 Nov;24(8):889-896. doi: 10.1080/13557858.2017.1390552. Epub 2017 Nov 10.","Jimenez DE","Ethn Health","2019","2017/11/11","PMC6224308","NIHMS1503840","10.1080/13557858.2017.1390552"
"34053459","Acute manic state with psychotic features in a teenager with autoimmune encephalitis: a case report","Wallengren S, Johansson BA, Rask O.","J Med Case Rep. 2021 May 31;15(1):295. doi: 10.1186/s13256-021-02879-2.","Wallengren S","J Med Case Rep","2021","2021/05/31","PMC8165799","","10.1186/s13256-021-02879-2"
"28686559","[Attenuated psychosis syndrome: A new diagnostic category for further study in DSM-5]","Samiotakis G, Kollias C, Lazaratou H, Anagnostopoulos D, Kontaxakis V.","Psychiatriki. 2017 Apr-Jun;28(2):120-130. doi: 10.22365/jpsych.2017.282.120.","Samiotakis G","Psychiatriki","2017","2017/07/08","","","10.22365/jpsych.2017.282.120"
"26157594","Fever of Unknown Origin: An Unusual Presentation of Anti-N-Methyl-D-Aspartate Receptor Encephalitis","Hur J.","Infect Chemother. 2015 Jun;47(2):129-32. doi: 10.3947/ic.2015.47.2.129. Epub 2015 Jun 30.","Hur J","Infect Chemother","2015","2015/07/10","PMC4495274","","10.3947/ic.2015.47.2.129"
"25013321","Olanzapine-induced neuroleptic malignant syndrome in a patient with bipolar affective disorder: Does quetiapine holds the solution?","Tripathi P, Agrawal H, Goyal P, Kar SK.","Ind Psychiatry J. 2013 Jul;22(2):159-60. doi: 10.4103/0972-6748.132934.","Tripathi P","Ind Psychiatry J","2013","2014/07/12","PMC4085812","","10.4103/0972-6748.132934"
"25907107","GlyT-1 Inhibition Attenuates Attentional But Not Learning or Motivational Deficits of the Sp4 Hypomorphic Mouse Model Relevant to Psychiatric Disorders","Young JW, Kamenski ME, Higa KK, Light GA, Geyer MA, Zhou X.","Neuropsychopharmacology. 2015 Nov;40(12):2715-26. doi: 10.1038/npp.2015.120. Epub 2015 Apr 24.","Young JW","Neuropsychopharmacology","2015","2015/04/25","PMC4864647","","10.1038/npp.2015.120"
"21410459","The utility of rat models of impulsivity in developing pharmacotherapies for impulse control disorders","Winstanley CA.","Br J Pharmacol. 2011 Oct;164(4):1301-21. doi: 10.1111/j.1476-5381.2011.01323.x.","Winstanley CA","Br J Pharmacol","2011","2011/03/18","PMC3229763","","10.1111/j.1476-5381.2011.01323.x"
"32759851","The Importance of Marine Omega-3s for Brain Development and the Prevention and Treatment of Behavior, Mood, and Other Brain Disorders","DiNicolantonio JJ, O'Keefe JH.","Nutrients. 2020 Aug 4;12(8):2333. doi: 10.3390/nu12082333.","DiNicolantonio JJ","Nutrients","2020","2020/08/08","PMC7468918","","10.3390/nu12082333"
"31906068","Overview of Stigma against Psychiatric Illnesses and Advancements of Anti-Stigma Activities in Six Asian Societies","Zhang Z, Sun K, Jatchavala C, Koh J, Chia Y, Bose J, Li Z, Tan W, Wang S, Chu W, Wang J, Tran B, Ho R.","Int J Environ Res Public Health. 2019 Dec 31;17(1):280. doi: 10.3390/ijerph17010280.","Zhang Z","Int J Environ Res Public Health","2019","2020/01/08","PMC6981757","","10.3390/ijerph17010280"
"26019817","Solid renal tumours of collecting duct origin in patients on chronic lithium therapy","Rookmaaker MB, van Gerven HA, Goldschmeding R, Boer WH.","Clin Kidney J. 2012 Oct;5(5):412-5. doi: 10.1093/ckj/sfs091.","Rookmaaker MB","Clin Kidney J","2012","2015/05/29","PMC4432410","","10.1093/ckj/sfs091"
"33005626","Lysosomal Diseases and Neuropsychiatry: Opportunities to Rebalance the Mind","Cox TM.","Front Mol Biosci. 2020 Aug 26;7:177. doi: 10.3389/fmolb.2020.00177. eCollection 2020.","Cox TM","Front Mol Biosci","2020","2020/10/02","PMC7479189","","10.3389/fmolb.2020.00177"
"15001711","Stress-induced structural remodeling in hippocampus: prevention by lithium treatment","Wood GE, Young LT, Reagan LP, Chen B, McEwen BS.","Proc Natl Acad Sci U S A. 2004 Mar 16;101(11):3973-8. doi: 10.1073/pnas.0400208101. Epub 2004 Mar 4.","Wood GE","Proc Natl Acad Sci U S A","2004","2004/03/06","PMC374354","","10.1073/pnas.0400208101"
"18281713","Neuroleptic drugs revert the contextual fear conditioning deficit presented by spontaneously hypertensive rats: a potential animal model of emotional context processing in schizophrenia?","Calzavara MB, Medrano WA, Levin R, Kameda SR, Andersen ML, Tufik S, Silva RH, Frussa-Filho R, Abílio VC.","Schizophr Bull. 2009 Jul;35(4):748-59. doi: 10.1093/schbul/sbn006. Epub 2008 Feb 16.","Calzavara MB","Schizophr Bull","2009","2008/02/19","PMC2696367","","10.1093/schbul/sbn006"
"25452026","Lithium prevents parkinsonian behavioral and striatal phenotypes in an aged parkin mutant transgenic mouse model","Lieu CA, Dewey CM, Chinta SJ, Rane A, Rajagopalan S, Batir S, Kim YH, Andersen JK.","Brain Res. 2014 Dec 3;1591:111-7. doi: 10.1016/j.brainres.2014.10.032. Epub 2014 Oct 27.","Lieu CA","Brain Res","2014","2014/12/03","PMC4254598","NIHMS638529","10.1016/j.brainres.2014.10.032"
"20497624","Lithium ameliorates phenotypic deficits in a mouse model of fragile X syndrome","Liu ZH, Chuang DM, Smith CB.","Int J Neuropsychopharmacol. 2011 Jun;14(5):618-30. doi: 10.1017/S1461145710000520. Epub 2010 May 25.","Liu ZH","Int J Neuropsychopharmacol","2011","2010/05/26","PMC3102293","NIHMS293653","10.1017/S1461145710000520"
"18955571","Valproic acid inhibits Abeta production, neuritic plaque formation, and behavioral deficits in Alzheimer's disease mouse models","Qing H, He G, Ly PT, Fox CJ, Staufenbiel M, Cai F, Zhang Z, Wei S, Sun X, Chen CH, Zhou W, Wang K, Song W.","J Exp Med. 2008 Nov 24;205(12):2781-9. doi: 10.1084/jem.20081588. Epub 2008 Oct 27.","Qing H","J Exp Med","2008","2008/10/29","PMC2585842","","10.1084/jem.20081588"
"27729083","Disrupted-in-schizophrenia1 (DISC1) L100P mutation alters synaptic transmission and plasticity in the hippocampus and causes recognition memory deficits","Cui L, Sun W, Yu M, Li N, Guo L, Gu H, Zhou Y.","Mol Brain. 2016 Oct 12;9(1):89. doi: 10.1186/s13041-016-0270-y.","Cui L","Mol Brain","2016","2016/10/13","PMC5059944","","10.1186/s13041-016-0270-y"
"23408104","Meeting report: using stem cells for biological and therapeutics discovery in mental illness, April 2012","Panchision DM.","Stem Cells Transl Med. 2013 Mar;2(3):217-22. doi: 10.5966/sctm.2012-0149. Epub 2013 Feb 13.","Panchision DM","Stem Cells Transl Med","2013","2013/02/15","PMC3659763","","10.5966/sctm.2012-0149"
"29638238","[How to act in case of a homicidal patient; a literature review and a practice guideline]","Frelier BS, Holwerda TJ.","Tijdschr Psychiatr. 2018;60(4):241-249.","Frelier BS","Tijdschr Psychiatr","2018","2018/04/12","","",""
"31308580","Revisiting Lithium: Utility for Behavioral Stabilization in Adolescents and Adults with Autism Spectrum Disorder","Mintz M, Hollenberg E.","Psychopharmacol Bull. 2019 Jun 20;49(2):28-40.","Mintz M","Psychopharmacol Bull","2019","2019/07/17","PMC6598782","",""
"23363811","Anti-anhedonic activity of long-term lithium treatment in rats exposed to repeated unavoidable stress","Marchese G, Scheggi S, Secci ME, De Montis MG, Gambarana C.","Int J Neuropsychopharmacol. 2013 Aug;16(7):1611-21. doi: 10.1017/S1461145712001654.","Marchese G","Int J Neuropsychopharmacol","2013","2013/02/01","","","10.1017/S1461145712001654"
"21935478","A new anti-depressive strategy for the elderly: ablation of FKBP5/FKBP51","O'Leary JC 3rd, Dharia S, Blair LJ, Brady S, Johnson AG, Peters M, Cheung-Flynn J, Cox MB, de Erausquin G, Weeber EJ, Jinwal UK, Dickey CA.","PLoS One. 2011;6(9):e24840. doi: 10.1371/journal.pone.0024840. Epub 2011 Sep 15.","O'Leary JC 3rd","PLoS One","2011","2011/09/22","PMC3174203","","10.1371/journal.pone.0024840"
"18191226","A beta-arrestin 2 signaling complex mediates lithium action on behavior","Beaulieu JM, Marion S, Rodriguiz RM, Medvedev IO, Sotnikova TD, Ghisi V, Wetsel WC, Lefkowitz RJ, Gainetdinov RR, Caron MG.","Cell. 2008 Jan 11;132(1):125-36. doi: 10.1016/j.cell.2007.11.041.","Beaulieu JM","Cell","2008","2008/01/15","","","10.1016/j.cell.2007.11.041"
"28196512","A core outcome set for evaluating self-management interventions in people with comorbid diabetes and severe mental illness: study protocol for a modified Delphi study and systematic review","Taylor J, Böhnke JR, Wright J, Kellar I, Alderson SL, Hughes T, Holt RI, Siddiqi N.","Trials. 2017 Feb 14;18(1):70. doi: 10.1186/s13063-017-1805-y.","Taylor J","Trials","2017","2017/02/16","PMC5309993","","10.1186/s13063-017-1805-y"
"28531264","Cariprazine Exhibits Anxiolytic and Dopamine D3 Receptor-Dependent Antidepressant Effects in the Chronic Stress Model","Duric V, Banasr M, Franklin T, Lepack A, Adham N, Kiss B, Gyertyán I, Duman RS.","Int J Neuropsychopharmacol. 2017 Oct 1;20(10):788-796. doi: 10.1093/ijnp/pyx038.","Duric V","Int J Neuropsychopharmacol","2017","2017/05/23","PMC5632312","","10.1093/ijnp/pyx038"
"25423137","Hippocampal and behavioral dysfunctions in a mouse model of environmental stress: normalization by agomelatine","Boulle F, Massart R, Stragier E, Païzanis E, Zaidan L, Marday S, Gabriel C, Mocaer E, Mongeau R, Lanfumey L.","Transl Psychiatry. 2014 Nov 25;4(11):e485. doi: 10.1038/tp.2014.125.","Boulle F","Transl Psychiatry","2014","2014/11/26","PMC4259995","","10.1038/tp.2014.125"
"21821916","Glycogen synthase kinase-3 is essential for β-arrestin-2 complex formation and lithium-sensitive behaviors in mice","O'Brien WT, Huang J, Buccafusca R, Garskof J, Valvezan AJ, Berry GT, Klein PS.","J Clin Invest. 2011 Sep;121(9):3756-62. doi: 10.1172/JCI45194. Epub 2011 Aug 8.","O'Brien WT","J Clin Invest","2011","2011/08/09","PMC3163947","","10.1172/JCI45194"
"25986590","Does lithium reduce acute suicidal ideation and behavior? A protocol for a randomized, placebo-controlled multicenter trial of lithium plus Treatment As Usual (TAU) in patients with suicidal major depressive episode","Lewitzka U, Jabs B, Fülle M, Holthoff V, Juckel G, Uhl I, Kittel-Schneider S, Reif A, Reif-Leonhard C, Gruber O, Djawid B, Goodday S, Haussmann R, Pfennig A, Ritter P, Conell J, Severus E, Bauer M.","BMC Psychiatry. 2015 May 19;15:117. doi: 10.1186/s12888-015-0499-5.","Lewitzka U","BMC Psychiatry","2015","2015/05/20","PMC4458032","","10.1186/s12888-015-0499-5"
"23064108","Epileptiform activity and cognitive deficits in SNAP-25(+/-) mice are normalized by antiepileptic drugs","Corradini I, Donzelli A, Antonucci F, Welzl H, Loos M, Martucci R, De Astis S, Pattini L, Inverardi F, Wolfer D, Caleo M, Bozzi Y, Verderio C, Frassoni C, Braida D, Clerici M, Lipp HP, Sala M, Matteoli M.","Cereb Cortex. 2014 Feb;24(2):364-76. doi: 10.1093/cercor/bhs316. Epub 2012 Oct 12.","Corradini I","Cereb Cortex","2014","2012/10/16","","","10.1093/cercor/bhs316"
"19805148","Inhibition of protein kinase C signaling protects prefrontal cortex dendritic spines and cognition from the effects of chronic stress","Hains AB, Vu MA, Maciejewski PK, van Dyck CH, Gottron M, Arnsten AF.","Proc Natl Acad Sci U S A. 2009 Oct 20;106(42):17957-62. doi: 10.1073/pnas.0908563106. Epub 2009 Sep 11.","Hains AB","Proc Natl Acad Sci U S A","2009","2009/10/07","PMC2742406","","10.1073/pnas.0908563106"
