index	name	author	DOI	base
854	Chronic valproate attenuates some, but not all, facets of mania-like behaviour in mice	van Enkhuizen J, Geyer MA, Kooistra K, Young JW.	10.1017/S1461145712001198	pubmed
855	Assessing and Treating Insomnia in Patients With Psychiatric Disorders, Part 1	Benca RM, Buysse DJ.	10.4088/JCP.ME17008PD2C	pubmed
856	Defective craniofacial development and brain function in a mouse model for depletion of intracellular inositol synthesis	Ohnishi T, Murata T, Watanabe A, Hida A, Ohba H, Iwayama Y, Mishima K, Gondo Y, Yoshikawa T.	10.1074/jbc.M113.536706	pubmed
857	The special treatment of first rank auditory hallucinations and bizarre delusions in the diagnosis of schizophrenia	Shinn AK, Heckers S, Öngür D.	10.1016/j.schres.2013.02.040	pubmed
858	Family history of completed suicide and characteristics of major depressive disorder: a STAR*D (sequenced treatment alternatives to relieve depression) study	Nierenberg AA, Alpert JE, Gaynes BN, Warden D, Wisniewski SR, Biggs MM, Trivedi MH, Barkin JL, Rush AJ.	10.1016/j.jad.2007.10.011	pubmed
859	Clinical effectiveness of collaborative care for depression in UK primary care (CADET): cluster randomised controlled trial	Richards DA, Hill JJ, Gask L, Lovell K, Chew-Graham C, Bower P, Cape J, Pilling S, Araya R, Kessler D, Bland JM, Green C, Gilbody S, Lewis G, Manning C, Hughes-Morley A, Barkham M.	10.1136/bmj.f4913	pubmed
860	Neurological and cardiovascular adverse events associated with antimanic treatment in children and adolescents	Jerrell JM.	10.1111/j.1755-5949.2009.00087.x	pubmed
861	Mental health service use by children with serious emotional and behavioral disturbance: results from the LAMS study	Mendenhall AN, Demeter C, Findling RL, Frazier TW, Fristad MA, Youngstrom EA, Arnold LE, Birmaher B, Gill MK, Axelson D, Kowatch RA, Horwitz SM.	10.1176/ps.62.6.pss6206_0650	pubmed
862	Extreme attributions predict the course of bipolar depression: results from the STEP-BD randomized controlled trial of psychosocial treatment	Stange JP, Sylvia LG, da Silva Magalhães PV, Miklowitz DJ, Otto MW, Frank E, Berk M, Nierenberg AA, Deckersbach T.	10.4088/JCP.12m08019	pubmed
863	Intervening early in children with bipolar disorder: is there a pot at the end of the Rainbow?	Miklowitz DJ.	10.1136/eb-2015-102073	pubmed
864	Rate of continuing acute course treatment using right unilateral ultrabrief pulse electroconvulsive therapy at a large academic medical center	Luccarelli J, McCoy TH Jr, Shannon AP, Forester BP, Seiner SJ, Henry ME.	10.1007/s00406-020-01202-2	pubmed
865	Relapse in patients with serious mental disorders during the COVID-19 outbreak: a retrospective chart review from a community mental health center	Mutlu E, Anıl Yağcıoğlu AE.	10.1007/s00406-020-01203-1	pubmed
866	Using a pharmacy-based intervention to improve antipsychotic adherence among patients with serious mental illness	Valenstein M, Kavanagh J, Lee T, Reilly P, Dalack GW, Grabowski J, Smelson D, Ronis DL, Ganoczy D, Woltmann E, Metreger T, Wolschon P, Jensen A, Poddig B, Blow FC.	10.1093/schbul/sbp121	pubmed
867	An investigation of primary care patients receiving extended treatment with selective serotonin reuptake inhibitors	Sansone RA, Wiederman MW, Sansone LA, Touchet B.		pubmed
868	Specific role of VTA dopamine neuronal firing rates and morphology in the reversal of anxiety-related, but not depression-related behavior in the ClockΔ19 mouse model of mania	Coque L, Mukherjee S, Cao JL, Spencer S, Marvin M, Falcon E, Sidor MM, Birnbaum SG, Graham A, Neve RL, Gordon E, Ozburn AR, Goldberg MS, Han MH, Cooper DC, McClung CA.	10.1038/npp.2011.33	pubmed
869	Effects of a behavioural weight loss intervention in people with serious mental illness: Subgroup analyses from the ACHIEVE trial	Alexander E, McGinty EE, Wang NY, Dalcin A, Jerome GJ, Miller ER 3rd, Dickerson F, Charleston J, Young DR, Gennusa JV, Goldsholl S, Cook C, Appel LJ, Daumit GL.	10.1016/j.orcp.2019.02.002	pubmed
870	Impact of remitted substance use disorders on the future course of bipolar I disorder: findings from a clinical trial	Gaudiano BA, Uebelacker LA, Miller IW.	10.1016/j.psychres.2007.05.014	pubmed
871	Association Between Cardiovascular Risk and Depressive Symptoms Among People With Serious Mental Illness	Naslund JA, Aschbrenner KA, Pratt SI, Lohman MC, Scherer EA, McHugo GJ, Marsch LA, Unützer J, Bartels SJ.	10.1097/NMD.0000000000000669	pubmed
872	Clinical and cost-effectiveness of an intervention for reducing cholesterol and cardiovascular risk for people with severe mental illness in English primary care: a cluster randomised controlled trial	Osborn D, Burton A, Hunter R, Marston L, Atkins L, Barnes T, Blackburn R, Craig T, Gilbert H, Heinkel S, Holt R, King M, Michie S, Morris R, Morris S, Nazareth I, Omar R, Petersen I, Peveler R, Pinfold V, Walters K.	10.1016/S2215-0366(18)30007-5	pubmed
873	Smokers with Self-Reported Mental Health Conditions: A Case for Screening in the Context of Tobacco Cessation Services	Tedeschi GJ, Cummins SE, Anderson CM, Anthenelli RM, Zhuang YL, Zhu SH.	10.1371/journal.pone.0159127	pubmed
874	Smoking cessation opportunities in severe mental illness (tobacco intensive motivational and estimate risk - TIMER-): study protocol for a randomized controlled trial	Jaén-Moreno MJ, Feu N, Redondo-Écija J, Montiel FJ, Gómez C, Del Pozo GI, Alcalá JÁ, Gutiérrez-Rojas L, Balanzá-Martinez V, Chauca GM, Carrión L, Osuna MI, Sánchez MD, Caro I, Ayora M, Valdivia F, López MS, Poyato JM, Sarramea F.	10.1186/s13063-018-3139-9	pubmed
875	Trends in Atypical Antipsychotics Prescribed to Children Six Years of Age or Less on Medicaid in Kentucky	Lohr WD, Chowning RT, Stevenson MD, Williams PG.	10.1089/cap.2014.0057	pubmed
876	Feeling and time: the phenomenology of mood disorders, depressive realism, and existential psychotherapy	Ghaemi SN.	10.1093/schbul/sbl061	pubmed
877	An Integrated Risk Reduction Intervention can reduce body mass index in individuals being treated for bipolar I disorder: results from a randomized trial	Frank E, Wallace ML, Hall M, Hasler B, Levenson JC, Janney CA, Soreca I, Fleming MC, Buttenfield J, Ritchey FC, Kupfer DJ.	10.1111/bdi.12283	pubmed
878	Severe mania complicating treatment of narcolepsy with cataplexy	Crosby MI, Bradshaw DA, McLay RN.		pubmed
879	Deletion of glutamate delta-1 receptor in mouse leads to aberrant emotional and social behaviors	Yadav R, Gupta SC, Hillman BG, Bhatt JM, Stairs DJ, Dravid SM.	10.1371/journal.pone.0032969	pubmed
880	Patient Survival After Acute Voluntary Poisoning With a Huge Dose of Oxcarbazepine and Olanzapine	Kalogera V, Galopoulos D, Eleftheriotis G, Meimeti E, Malios I, Marathonitis G, Loupa C.	10.5455/medarh.2018.72.303-305	pubmed
881	Evaluating discussion board engagement in the MoodSwings online self-help program for bipolar disorder: protocol for an observational prospective cohort study	Gliddon E, Lauder S, Berk L, Cosgrove V, Grimm D, Dodd S, Suppes T, Berk M.	10.1186/s12888-015-0630-7	pubmed
882	An exploratory randomised controlled trial of a web-based integrated bipolar parenting intervention (IBPI) for bipolar parents of young children (aged 3-10)	Jones S, Wainwright LD, Jovanoska J, Vincent H, Diggle PJ, Calam R, Parker R, Long R, Mayes D, Sanders M, Lobban F.	10.1186/s12888-015-0505-y	pubmed
883	Rationale, design and pilot feasibility results of a smartphone-assisted, mindfulness-based intervention for smokers with mood disorders: Project mSMART MIND	Minami H, Brinkman HR, Nahvi S, Arnsten JH, Rivera-Mindt M, Wetter DW, Bloom EL, Price LH, Vieira C, Donnelly R, McClain LM, Kennedy KA, D'Aquila E, Fine M, McCarthy DE, Graham Thomas J, Hecht J, Brown RA.	10.1016/j.cct.2017.12.014	pubmed
884	Effects of Short-Term Cognitive Remediation on Cognitive Dysfunction in Partially or Fully Remitted Individuals with Bipolar Disorder: Results of a Randomised Controlled Trial	Demant KM, Vinberg M, Kessing LV, Miskowiak KW.	10.1371/journal.pone.0127955	pubmed
885	Social isolation associated with depression: a case report of hikikomori	Teo AR.	10.1177/0020764012437128	pubmed
886	Abnormal deactivation of the inferior frontal gyrus during implicit emotion processing in youth with bipolar disorder: attenuated by medication	Hafeman DM, Bebko G, Bertocci MA, Fournier JC, Bonar L, Perlman SB, Travis M, Gill MK, Diwadkar VA, Sunshine JL, Holland SK, Kowatch RA, Birmaher B, Axelson D, Horwitz SM, Arnold LE, Fristad MA, Frazier TW, Youngstrom EA, Findling RL, Drevets W, Phillips ML.	10.1016/j.jpsychires.2014.07.023	pubmed
887	Predictors of first-onset substance use disorders during the prospective course of bipolar spectrum disorders in adolescents	Goldstein BI, Strober M, Axelson D, Goldstein TR, Gill MK, Hower H, Dickstein D, Hunt J, Yen S, Kim E, Ha W, Liao F, Fan J, Iyengar S, Ryan ND, Keller MB, Birmaher B.	10.1016/j.jaac.2013.07.009	pubmed
888	Antidepressants and risks of suicide and suicide attempts: a 27-year observational study	Leon AC, Solomon DA, Li C, Fiedorowicz JG, Coryell WH, Endicott J, Keller MB.	10.4088/JCP.10m06552	pubmed
889	Intensive psychosocial intervention enhances functioning in patients with bipolar depression: results from a 9-month randomized controlled trial	Miklowitz DJ, Otto MW, Frank E, Reilly-Harrington NA, Kogan JN, Sachs GS, Thase ME, Calabrese JR, Marangell LB, Ostacher MJ, Patel J, Thomas MR, Araga M, Gonzalez JM, Wisniewski SR.	10.1176/appi.ajp.2007.07020311	pubmed
890	[Electroconvulsive therapy for multiple major self-mutilations in bipolar psychotic depression]	Arora M, Praharaj SK, Prakash R.		pubmed
891	Effectiveness of the Dader Method for pharmaceutical care in patients with bipolar I disorder: EMDADER-TAB: study protocol for a randomized controlled trial	Salazar-Ospina A, Amariles P, Benjumea DM, Gutierrez F, Faus MJ, Rodriguez LF.	10.1186/1745-6215-15-174	pubmed
892	An approach to the diagnosis and treatment of patients with bipolar spectrum mood disorders, identifying temperaments	Tavormina G, Agius M.		pubmed
893	Effects of mood stabilizers on hippocampus and amygdala BDNF levels in an animal model of mania induced by ouabain	Jornada LK, Moretti M, Valvassori SS, Ferreira CL, Padilha PT, Arent CO, Fries GR, Kapczinski F, Quevedo J.	10.1016/j.jpsychires.2009.11.002	pubmed
894	Antioxidant effect of simvastatin throught oxidative imbalance caused by lisdexamfetamine dimesylate	Eger GA, Ferreira VV, Batista CR, Bonde H, de Lima DD, Wyse AT, da Cruz JN, Rodrigues AF, Magro DD, da Cruz JG.	10.1590/0001-3765201620140490	pubmed
895	Lithium administration to preadolescent rats causes long-lasting increases in anxiety-like behavior and has molecular consequences	Youngs RM, Chu MS, Meloni EG, Naydenov A, Carlezon WA Jr, Konradi C.	10.1523/JNEUROSCI.0580-06.2006	pubmed
896	Suicidal obsessions as dose dependent side-effect of clozapine	Aukst-Margetić B, Margetić B, Marsanić VB.		pubmed
897	Does improvement of cognitive functioning by cognitive remediation therapy effect work outcomes in severe mental illness? A secondary analysis of a randomized controlled trial	Ikebuchi E, Sato S, Yamaguchi S, Shimodaira M, Taneda A, Hatsuse N, Watanabe Y, Sakata M, Satake N, Nishio M, Ito JI.	10.1111/pcn.12486	pubmed
898	Online cognitive behaviour training for the prevention of postnatal depression in at-risk mothers: a randomised controlled trial protocol	Jones BA, Griffiths KM, Christensen H, Ellwood D, Bennett K, Bennett A.	10.1186/1471-244X-13-265	pubmed
899	Functional analysis and treatment of destructive behavior maintained by termination of "don't" (and symmetrical "do") requests	Fisher WW, Adelinis JD, Thompson RH, Worsdell AS, Zarcone JR.	10.1901/jaba.1998.31-339	pubmed
900	Exploratory genome-wide association analysis of response to ketamine and a polygenic analysis of response to scopolamine in depression	Guo W, Machado-Vieira R, Mathew S, Murrough JW, Charney DS, Grunebaum M, Oquendo MA, Kadriu B, Akula N, Henter I, Yuan P, Merikangas K, Drevets W, Furey M, Mann JJ, McMahon FJ, Zarate CA Jr, Shugart YY.	10.1038/s41398-018-0311-7	pubmed
901	Randomized controlled trial of contingency management for stimulant use in community mental health patients with serious mental illness	McDonell MG, Srebnik D, Angelo F, McPherson S, Lowe JM, Sugar A, Short RA, Roll JM, Ries RK.	10.1176/appi.ajp.2012.11121831	pubmed
902	Optimal duration of risperidone or olanzapine adjunctive therapy to mood stabilizer following remission of a manic episode: A CANMAT randomized double-blind trial	Yatham LN, Beaulieu S, Schaffer A, Kauer-Sant'Anna M, Kapczinski F, Lafer B, Sharma V, Parikh SV, Daigneault A, Qian H, Bond DJ, Silverstone PH, Walji N, Milev R, Baruch P, da Cunha A, Quevedo J, Dias R, Kunz M, Young LT, Lam RW, Wong H.	10.1038/mp.2015.158	pubmed
903	Should women of childbearing potential be prescribed valproate? a call to action	Balon R, Riba M.	10.4088/JCP.15com09958	pubmed
904	Effectiveness of adapted cognitive behaviour therapy for dysthymia: An evidence based case study	Shafiq S, Bano Z, Randhawa SS, Khan KH, Muhammad QU, Muhammad A.	10.47391/JPMA.1412	pubmed
905	Preventive effects of blueberry extract on behavioral and biochemical dysfunctions in rats submitted to a model of manic behavior induced by ketamine	Debom G, Gazal M, Soares MS, do Couto CA, Mattos B, Lencina C, Kaster MP, Ghisleni GC, Tavares R, Braganhol E, Chaves VC, Reginatto FH, Stefanello F, Spanevello RM.	10.1016/j.brainresbull.2016.10.008	pubmed
906	Influence of pre-treatment structural brain measures on effects of action-based cognitive remediation on executive function in partially or fully remitted patients with bipolar disorder	Mogensen MB, Macoveanu J, Knudsen GM, Ott CV, Miskowiak KW.	10.1016/j.euroneuro.2021.11.010	pubmed
907	Do sub-syndromal manic symptoms influence outcome in treatment resistant depression in adolescents? A latent class analysis from the TORDIA study	Maalouf FT, Porta G, Vitiello B, Emslie G, Mayes T, Clarke G, Wagner KD, Asarnow JR, Spirito A, Keller M, Birmaher B, Ryan N, Shamseddeen W, Iyengar S, Brent D.	10.1016/j.jad.2011.12.021	pubmed
908	Identifying patterns in treatment response profiles in acute bipolar mania: a cluster analysis approach	Lipkovich IA, Houston JP, Ahl J.	10.1186/1471-244X-8-65	pubmed
909	Randomized trial of social rehabilitation and integrated health care for older people with severe mental illness	Mueser KT, Pratt SI, Bartels SJ, Swain K, Forester B, Cather C, Feldman J.	10.1037/a0019629	pubmed
910	SHANK3 overexpression causes manic-like behaviour with unique pharmacogenetic properties	Han K, Holder JL Jr, Schaaf CP, Lu H, Chen H, Kang H, Tang J, Wu Z, Hao S, Cheung SW, Yu P, Sun H, Breman AM, Patel A, Lu HC, Zoghbi HY.	10.1038/nature12630	pubmed
911	Glutamate receptors as targets of protein kinase C in the pathophysiology and treatment of animal models of mania	Szabo ST, Machado-Vieira R, Yuan P, Wang Y, Wei Y, Falke C, Cirelli C, Tononi G, Manji HK, Du J.	10.1016/j.neuropharm.2008.08.015	pubmed
912	A pragmatic randomised controlled trial to evaluate the cost-effectiveness of a physical activity intervention as a treatment for depression: the treating depression with physical activity (TREAD) trial	Chalder M, Wiles NJ, Campbell J, Hollinghurst SP, Searle A, Haase AM, Taylor AH, Fox KR, Baxter H, Davis M, Thorp H, Winder R, Wright C, Calnan M, Lawlor DA, Peters TJ, Sharp DJ, Turner KM, Montgomery AA, Lewis G.	10.3310/hta16100	pubmed
913	Patients' perceptions of information received about medication prescribed for bipolar disorder: implications for informed choice	Bowskill R, Clatworthy J, Parham R, Rank T, Horne R.	10.1016/j.jad.2006.10.018	pubmed
914	Rapid tranquilization for agitated patients in emergency psychiatric rooms: a randomized trial of olanzapine, ziprasidone, haloperidol plus promethazine, haloperidol plus midazolam and haloperidol alone	Baldaçara L, Sanches M, Cordeiro DC, Jackoswski AP.	10.1590/s1516-44462011000100008	pubmed
915	The Wandering Woman: A Case Study of Catatonia vs Factitious Disorder	Wong JW, Williams SR.		pubmed
916	Development of novel behavioral interventions in an experimental therapeutics world: Challenges, and directions for the future	Lewandowski KE, Ongur D, Keshavan MS.	10.1016/j.schres.2017.06.010	pubmed
917	Monitoring daily affective symptoms and memory function using interactive voice response in outpatients receiving electroconvulsive therapy	Fazzino TL, Rabinowitz T, Althoff RR, Helzer JE.	10.1097/YCT.0b013e3182972bbb	pubmed
918	Top 10 research questions to promote physical activity in bipolar disorders: A consensus statement from the International Organization of Physical Therapists in Mental Health	Vancampfort D, Rosenbaum S, Probst M, Connaughton J, du Plessis C, Yamamoto T, Stubbs B.	10.1016/j.jad.2016.01.046	pubmed
919	Predictors of hypomanic and/or manic switch among patients initially diagnosed with unipolar major depression during acute-phase antidepressants treatment	Akechi T, Kato T, Watanabe N, Tanaka S, Furukawa TA; SUN☺D Investigators.	10.1111/pcn.12808	pubmed
920	Behavioral approach system sensitivity and risk taking interact to predict left-frontal EEG asymmetry	Black CL, Goldstein KE, LaBelle DR, Brown CW, Harmon-Jones E, Abramson LY, Alloy LB.	10.1016/j.beth.2014.01.006	pubmed
921	Long-Term Clinical Outcomes from a Randomized Controlled Trial of Two Implementation Strategies to Promote Collaborative Care Attendance in Community Practices	Kilbourne AM, Goodrich DE, Nord KM, Van Poppelen C, Kyle J, Bauer MS, Waxmonsky JA, Lai Z, Kim HM, Eisenberg D, Thomas MR.	10.1007/s10488-014-0598-5	pubmed
922	Sexual disinhibition with L-tryptophan	Hullin RP, Jerram T.	10.1136/bmj.2.6042.1010-a	pubmed
923	Public-academic partnerships: evidence-based implementation: the role of sustained community-based practice and research partnerships	Kilbourne AM, Neumann MS, Waxmonsky J, Bauer MS, Kim HM, Pincus HA, Thomas M.	10.1176/appi.ps.201200032	pubmed
924	An important role for cholecystokinin, a CLOCK target gene, in the development and treatment of manic-like behaviors	Arey RN, Enwright JF 3rd, Spencer SM, Falcon E, Ozburn AR, Ghose S, Tamminga C, McClung CA.	10.1038/mp.2013.12	pubmed
925	New methods of psychiatric treatment	Flinn DE.		pubmed
926	A 5-year-old boy with recurrent mania successfully treated with carbamazepine	Tuzun U, Zoroglu SS, Savas HA.	10.1046/j.1440-1819.2002.01059.x	pubmed
927	Using the contribution matrix to evaluate complex study limitations in a network meta-analysis: a case study of bipolar maintenance pharmacotherapy review	Furukawa TA, Miura T, Chaimani A, Leucht S, Cipriani A, Noma H, Mitsuyasu H, Kanba S, Salanti G.	10.1186/s13104-016-2019-1	pubmed
928	The effects of fixed-time reinforcement schedules on problem behavior of children with emotional and behavioral disorders in a day-treatment classroom setting	Rasmussen K, O'Neill RE.	10.1901/jaba.2006.172-05	pubmed
929	Sudden-onset dystonia in a patient taking asenapine: interaction between ciprofloxacin and asenapine metabolism	Ridout KK, Ridout SJ, Pirnie LF, Puttichanda SP.	10.1176/appi.ajp.2015.15030353	pubmed
930	[Psycho-educational intervention in mood disorders: an experience of Affective Disorders Study Group]	Roso MC, Moreno RA, Costa EM.	10.1590/s1516-44462005000200021	pubmed
931	Mania Induced by Stimulation following DBS of the Bed Nucleus of Stria Terminalis for Obsessive-Compulsive Disorder	Doshi PK.	10.1159/000449066	pubmed
932	An adaptation of the Interpersonal Problem Areas Rating Scale: pilot and interrater agreement study	Andrade AC, Frank E, Lotufo Neto F, Houck PR.	10.1590/s1516-44462008000400010	pubmed
933	Rate-decreasing effects of the atypical neuroleptic risperidone attenuated by conditions of reinforcement in a woman with mental retardation	Yoo JH, Williams DC, Napolitano DA, Peyton RT, Baer DM, Schroeder SR.	10.1901/jaba.2003.36-245	pubmed
934	"My Face Is My Fate": biological and psychosocial approaches to the treatment of a woman with obsessions and delusions	Holt DJ, Phillips KA, Shapiro ER, Becker AE.	10.1080/10673220390217917	pubmed
935	Assessment of a response bias for aggression over functionally equivalent appropriate behavior	DeLeon IG, Fisher WW, Herman KM, Crosland KC.	10.1901/jaba.2000.33-73	pubmed
936	Animal models for screening new agents: a behavioural view	Kumar R.	10.1111/j.1365-2125.1976.tb03707.x	pubmed
937	The effect of reserpine on the duration of manic attacks	WATT DC.	10.1136/jnnp.21.4.297	pubmed
938	Feasibility and tolerability of a cognitive remediation clinical service in first episode coordinated specialty care	Lewandowski KE.	10.1111/eip.12978	pubmed
939	Brief Behavioral Therapy for Pediatric Anxiety and Depression in Primary Care: A Randomized Clinical Trial	Weersing VR, Brent DA, Rozenman MS, Gonzalez A, Jeffreys M, Dickerson JF, Lynch FL, Porta G, Iyengar S.	10.1001/jamapsychiatry.2017.0429	pubmed
940	Present and future of severe mental illness (SMI) policies: Reflections from an Asia-Pacific Expert Forum series	Wong MM, Castle D, Organ B, Li J, Ma L, Chui E, Ho K, Hung SF, Lo TL, Szeto WL, Yeung WS, Ahmed AI, Desai N, Thirthalli J, Yamanouchi Y, Hwang TY, Lee MS, Lai TJ, Yang YK, Karamustafalioglu O.	10.1111/pcn.12964	pubmed
941	The Relationship Between Polygenic Risk Scores and Cognition in Schizophrenia	Richards AL, Pardiñas AF, Frizzati A, Tansey KE, Lynham AJ, Holmans P, Legge SE, Savage JE, Agartz I, Andreassen OA, Blokland GAM, Corvin A, Cosgrove D, Degenhardt F, Djurovic S, Espeseth T, Ferraro L, Gayer-Anderson C, Giegling I, van Haren NE, Hartmann AM, Hubert JJ, Jönsson EG, Konte B, Lennertz L, Olde Loohuis LM, Melle I, Morgan C, Morris DW, Murray RM, Nyman H, Ophoff RA; GROUP Investigators, van Os J; EUGEI WP2 Group; Schizophrenia Working Group of the Psychiatric Genomics Consortium, Petryshen TL, Quattrone D, Rietschel M, Rujescu D, Rutten BPF, Streit F, Strohmaier J, Sullivan PF, Sundet K, Wagner M, Escott-Price V, Owen MJ, Donohoe G, O'Donovan MC, Walters JTR.	10.1093/schbul/sbz061	pubmed
942	Lurasidone in Children and Adolescents with Bipolar Depression Presenting with Mixed (Subsyndromal Hypomanic) Features: Post Hoc Analysis of a Randomized Placebo-Controlled Trial	Singh MK, Pikalov A, Siu C, Tocco M, Loebel A.	10.1089/cap.2020.0018	pubmed
943	The effects of cognitive remediation in patients with affective psychosis: A systematic review: Special Section on "Translational and Neuroscience Studies in Affective Disorders". Section Editor, Maria Nobile MD, PhD. This Section of JAD focuses on the relevance of translational and neuroscience studies in providing a better understanding of the neural basis of affective disorders. The main aim is to briefly summaries relevant research findings in clinical neuroscience with particular regards to specific innovative topics in mood and anxiety disorders	Biagianti B, Merchant J, Brambilla P, Lewandowski KE.	10.1016/j.jad.2019.03.047	pubmed
944	The past and future of cognitive therapy	Beck AT.		pubmed
945	Lithium-induced nephrogenic diabetes insipidus: in vivo and in vitro studies	Singer I, Rotenberg D, Puschett JB.	10.1172/JCI106900	pubmed
946	Genetics of response to cognitive behavior therapy in adults with major depression: a preliminary report	Andersson E, Crowley JJ, Lindefors N, Ljótsson B, Hedman-Lagerlöf E, Boberg J, El Alaoui S, Karlsson R, Lu Y, Mattheisen M, Kähler AK, Svanborg C, Mataix-Cols D, Mattsson S, Forsell E, Kaldo V, Schalling M, Lavebratt C, Sullivan PF, Rück C.	10.1038/s41380-018-0289-9	pubmed
947	Neuroimaging Heterogeneity in Psychosis: Neurobiological Underpinnings and Opportunities for Prognostic and Therapeutic Innovation	Voineskos AN, Jacobs GR, Ameis SH.	10.1016/j.biopsych.2019.09.004	pubmed
948	Smoking outcome by psychiatric history after behavioral and varenicline treatment	McClure JB, Swan GE, Catz SL, Jack L, Javitz H, McAfee T, Deprey M, Richards J, Zbikowski SM.	10.1016/j.jsat.2010.03.007	pubmed
949	Deficiency of Shank2 causes mania-like behavior that responds to mood stabilizers	Pappas AL, Bey AL, Wang X, Rossi M, Kim YH, Yan H, Porkka F, Duffney LJ, Phillips SM, Cao X, Ding JD, Rodriguiz RM, Yin HH, Weinberg RJ, Ji RR, Wetsel WC, Jiang YH.	10.1172/jci.insight.92052	pubmed
950	Antimanic Efficacy of a Novel Kv3 Potassium Channel Modulator	Parekh PK, Sidor MM, Gillman A, Becker-Krail D, Bettelini L, Arban R, Alvaro GS, Zambello E, Mutinelli C, Huang Y, Large CH, McClung CA.	10.1038/npp.2017.155	pubmed
951	Early response to psychotherapy and long-term change in worry symptoms in older adults with generalized anxiety disorder	Bradford A, Cully J, Rhoades H, Kunik M, Kraus-Schuman C, Wilson N, Stanley M.	10.1097/JGP.0b013e3181f18061	pubmed
952	Precision medicine for suicidality: from universality to subtypes and personalization	Niculescu AB, Le-Niculescu H, Levey DF, Phalen PL, Dainton HL, Roseberry K, Niculescu EM, Niezer JO, Williams A, Graham DL, Jones TJ, Venugopal V, Ballew A, Yard M, Gelbart T, Kurian SM, Shekhar A, Schork NJ, Sandusky GE, Salomon DR.	10.1038/mp.2017.128	pubmed
953	Exploratory study of imagery rescripting without focusing on early traumatic memories for major depressive disorder	Yamada F, Hiramatsu Y, Murata T, Seki Y, Yokoo M, Noguchi R, Shibuya T, Tanaka M, Takanashi R, Shimizu E.	10.1111/papt.12164	pubmed
954	Lifestyle interventions for mental health	Manger S.	10.31128/AJGP-06-19-4964	pubmed
955	Treating repetitive suicidal intrusions using eye movements: study protocol for a multicenter randomized clinical trial	van Bentum JS, Sijbrandij M, Kerkhof AJFM, Huisman A, Arntz AR, Holmes EA, Franx G, Mokkenstorm J, Huibers MJH.	10.1186/s12888-019-2129-0	pubmed
956	A Brief Exposure-Based Treatment vs Cognitive Processing Therapy for Posttraumatic Stress Disorder: A Randomized Noninferiority Clinical Trial	Sloan DM, Marx BP, Lee DJ, Resick PA.	10.1001/jamapsychiatry.2017.4249	pubmed
957	Nutrition, Exercise, and Wellness Treatment in bipolar disorder: proof of concept for a consolidated intervention	Sylvia LG, Salcedo S, Bernstein EE, Baek JH, Nierenberg AA, Deckersbach T.	10.1186/2194-7511-1-24	pubmed
958	A behavioral weight-loss intervention in persons with serious mental illness	Daumit GL, Dickerson FB, Wang NY, Dalcin A, Jerome GJ, Anderson CA, Young DR, Frick KD, Yu A, Gennusa JV 3rd, Oefinger M, Crum RM, Charleston J, Casagrande SS, Guallar E, Goldberg RW, Campbell LM, Appel LJ.	10.1056/NEJMoa1214530	pubmed
959	Stabilising sleep for patients admitted at acute crisis to a psychiatric hospital (OWLS): an assessor-blind pilot randomised controlled trial	Sheaves B, Freeman D, Isham L, McInerney J, Nickless A, Yu LM, Rek S, Bradley J, Reeve S, Attard C, Espie CA, Foster R, Wirz-Justice A, Chadwick E, Barrera A.	10.1017/S0033291717003191	pubmed
960	Cost and Outcome of Behavioural Activation versus Cognitive Behavioural Therapy for Depression (COBRA): a randomised, controlled, non-inferiority trial	Richards DA, Ekers D, McMillan D, Taylor RS, Byford S, Warren FC, Barrett B, Farrand PA, Gilbody S, Kuyken W, O'Mahen H, Watkins ER, Wright KA, Hollon SD, Reed N, Rhodes S, Fletcher E, Finning K.	10.1016/S0140-6736(16)31140-0	pubmed
961	Psychological and psychosocial interventions for cannabis cessation in adults: a systematic review short report	Cooper K, Chatters R, Kaltenthaler E, Wong R.	10.3310/hta19560	pubmed
962	Atomoxetine for the treatment of executive dysfunction in Parkinson's disease: a pilot open-label study	Marsh L, Biglan K, Gerstenhaber M, Williams JR.	10.1002/mds.22307	pubmed
963	Risk factors for suicidality in Huntington disease: An analysis of the 2CARE clinical trial	McGarry A, McDermott MP, Kieburtz K, Fung WLA, McCusker E, Peng J, de Blieck EA, Cudkowicz M; Huntington Study Group 2CARE Investigators and Coordinators.	10.1212/WNL.0000000000007244	pubmed
964	[Complex therapy of schizophrenia]	Gaszner P.		pubmed
965	Coping with Unusual ExperienceS for 12-18 year olds (CUES+): a transdiagnostic randomised controlled trial of the effectiveness of cognitive therapy in reducing distress associated with unusual experiences in adolescent mental health services: study protocol for a randomised controlled trial	Jolley S, Browning S, Corrigall R, Laurens KR, Hirsch C, Bracegirdle K, Gin K, Muccio F, Stewart C, Banerjea P, Kuipers E, Garety P, Byrne M, Onwumere J, Achilla E, McCrone P, Emsley R.	10.1186/s13063-017-2326-4	pubmed
966	Treatment-refractory anxiety; definition, risk factors, and treatment challenges	Roy-Byrne P.	10.31887/DCNS.2015.17.2/proybyrne	pubmed
967	Early interventions to prevent psychosis: systematic review and meta-analysis	Stafford MR, Jackson H, Mayo-Wilson E, Morrison AP, Kendall T.	10.1136/bmj.f185	pubmed
